,Players_1,BattingOrder_1,inning_bat_1,Bat_Bowler_1,Bat_Dismissal_1,Bat_Runs_1,4s_1,6s_1,Ball Faced_1,Dots_1,BattingTeam_1,inning_bowl_1,Over_1,Runs_1,Wicket_1,Maiden_1,extra_1,fowRuns_1,wicketNumber_1,fowOver_1,Gender,Date,Season,Toss_winner,Toss_decision,Player_of_match,Winner,Winner_runs,Winner_wickets,Method,Outcome
115,JDS Neesham,5,2.0,-,not out,28.0,3.0,1.0,23.0,12.0,New Zealand,1.0,4.0,27.0,1.0,0.0,1.0,-,-,-,male,2016/12/31,2016/17,Bangladesh,bat,KS Williamson,New Zealand,,8.0,,
116,TG Southee,DNB,2.0,-,DNB,-,-,-,-,-,New Zealand,1.0,10.0,43.0,1.0,1.0,6.0,-,-,-,male,2016/12/31,2016/17,Bangladesh,bat,KS Williamson,New Zealand,,8.0,,
117,JS Patel,DNB,2.0,-,DNB,-,-,-,-,-,New Zealand,1.0,10.0,39.0,2.0,0.0,4.0,-,-,-,male,2016/12/31,2016/17,Bangladesh,bat,KS Williamson,New Zealand,,8.0,,
118,MJ Henry,DNB,2.0,-,DNB,-,-,-,-,-,New Zealand,1.0,8.0,49.0,2.0,0.0,5.0,-,-,-,male,2016/12/31,2016/17,Bangladesh,bat,KS Williamson,New Zealand,,8.0,,
119,MJ Santner,DNB,2.0,-,DNB,-,-,-,-,-,New Zealand,1.0,10.0,37.0,2.0,0.0,1.0,-,-,-,male,2016/12/31,2016/17,Bangladesh,bat,KS Williamson,New Zealand,,8.0,,
120,MJ Guptill,1,1.0,MP Stoinis,bowled,61.0,8.0,0.0,70.0,43.0,New Zealand,2.0,-,-,-,-,-,130.0,4.0,23.4,male,2017/01/30,2016/17,Australia,field,MP Stoinis,New Zealand,6.0,,,
121,TWM Latham,2,1.0,MA Starc,caught,7.0,1.0,0.0,9.0,5.0,New Zealand,2.0,-,-,-,-,-,13.0,1.0,2.5,male,2017/01/30,2016/17,Australia,field,MP Stoinis,New Zealand,6.0,,,
122,KS Williamson,3,1.0,MP Stoinis,caught,24.0,2.0,0.0,33.0,19.0,New Zealand,2.0,-,-,-,-,-,87.0,2.0,13.6,male,2017/01/30,2016/17,Australia,field,MP Stoinis,New Zealand,6.0,,,
123,LRPL Taylor,4,1.0,TM Head,bowled,16.0,1.0,0.0,24.0,15.0,New Zealand,2.0,-,-,-,-,-,128.0,3.0,22.3,male,2017/01/30,2016/17,Australia,field,MP Stoinis,New Zealand,6.0,,,
124,NT Broom,5,1.0,JP Faulkner,caught,73.0,4.0,3.0,73.0,34.0,New Zealand,2.0,-,-,-,-,-,269.0,9.0,48.4,male,2017/01/30,2016/17,Australia,field,MP Stoinis,New Zealand,6.0,,,
125,C Munro,6,1.0,MP Stoinis,caught,2.0,0.0,0.0,6.0,4.0,New Zealand,2.0,3.0,18.0,1.0,0.0,2.0,134.0,5.0,25.1,male,2017/01/30,2016/17,Australia,field,MP Stoinis,New Zealand,6.0,,,
126,JDS Neesham,7,1.0,JR Hazlewood,caught,48.0,6.0,0.0,45.0,19.0,New Zealand,2.0,5.0,45.0,0.0,0.0,4.0,210.0,6.0,37.6,male,2017/01/30,2016/17,Australia,field,MP Stoinis,New Zealand,6.0,,,
127,MJ Santner,8,1.0,PJ Cummins,caught,7.0,0.0,0.0,19.0,12.0,New Zealand,2.0,10.0,43.0,3.0,1.0,1.0,246.0,7.0,45.2,male,2017/01/30,2016/17,Australia,field,MP Stoinis,New Zealand,6.0,,,
128,TG Southee,9,1.0,PJ Cummins,caught,0.0,0.0,0.0,1.0,2.0,New Zealand,2.0,10.0,63.0,2.0,0.0,0.0,251.0,8.0,45.5,male,2017/01/30,2016/17,Australia,field,MP Stoinis,New Zealand,6.0,,,
129,LH Ferguson,10,1.0,-,not out,3.0,0.0,0.0,6.0,3.0,New Zealand,2.0,10.0,44.0,2.0,0.0,1.0,-,-,-,male,2017/01/30,2016/17,Australia,field,MP Stoinis,New Zealand,6.0,,,
130,TA Boult,11,1.0,-,not out,16.0,2.0,1.0,7.0,2.0,New Zealand,2.0,9.0,53.0,2.0,0.0,6.0,-,-,-,male,2017/01/30,2016/17,Australia,field,MP Stoinis,New Zealand,6.0,,,
131,AJ Finch,1,2.0,TA Boult,caught,4.0,0.0,0.0,7.0,4.0,Australia,1.0,-,-,-,-,-,9.0,1.0,3.1,male,2017/01/30,2016/17,Australia,field,MP Stoinis,New Zealand,6.0,,,
132,TM Head,2,2.0,TA Boult,caught,5.0,1.0,0.0,15.0,13.0,Australia,1.0,5.0,19.0,1.0,0.0,6.0,10.0,2.0,3.5,male,2017/01/30,2016/17,Australia,field,MP Stoinis,New Zealand,6.0,,,
133,SE Marsh,3,2.0,MJ Santner,stumped,16.0,3.0,0.0,21.0,14.0,Australia,1.0,-,-,-,-,-,48.0,4.0,11.2,male,2017/01/30,2016/17,Australia,field,MP Stoinis,New Zealand,6.0,,,
134,PSP Handscomb,4,2.0,TG Southee,caught,7.0,1.0,0.0,7.0,3.0,Australia,1.0,-,-,-,-,-,18.0,3.0,6.1,male,2017/01/30,2016/17,Australia,field,MP Stoinis,New Zealand,6.0,,,
135,GJ Maxwell,5,2.0,LH Ferguson,caught,20.0,3.0,0.0,24.0,15.0,Australia,1.0,-,-,-,-,-,54.0,5.0,12.6,male,2017/01/30,2016/17,Australia,field,MP Stoinis,New Zealand,6.0,,,
136,SD Heazlett,6,2.0,LH Ferguson,caught,4.0,0.0,0.0,11.0,7.0,Australia,1.0,-,-,-,-,-,67.0,6.0,18.2,male,2017/01/30,2016/17,Australia,field,MP Stoinis,New Zealand,6.0,,,
137,MP Stoinis,7,2.0,-,not out,146.0,9.0,11.0,116.0,62.0,Australia,1.0,10.0,43.0,3.0,0.0,7.0,-,-,-,male,2017/01/30,2016/17,Australia,field,MP Stoinis,New Zealand,6.0,,,
138,JP Faulkner,8,2.0,C Munro,bowled,25.0,1.0,0.0,48.0,33.0,Australia,1.0,6.0,29.0,1.0,0.0,1.0,148.0,7.0,34.3,male,2017/01/30,2016/17,Australia,field,MP Stoinis,New Zealand,6.0,,,
139,PJ Cummins,9,2.0,MJ Santner,stumped,36.0,5.0,1.0,28.0,14.0,Australia,1.0,9.0,62.0,2.0,0.0,10.0,196.0,8.0,40.6,male,2017/01/30,2016/17,Australia,field,MP Stoinis,New Zealand,6.0,,,
140,MA Starc,10,2.0,MJ Santner,caught,3.0,0.0,0.0,3.0,1.0,Australia,1.0,10.0,57.0,1.0,0.0,3.0,226.0,9.0,42.6,male,2017/01/30,2016/17,Australia,field,MP Stoinis,New Zealand,6.0,,,
141,JR Hazlewood,11,2.0,TG Southee,run out,0.0,0.0,0.0,0.0,0.0,Australia,1.0,10.0,47.0,1.0,0.0,2.0,280.0,10.0,46.6,male,2017/01/30,2016/17,Australia,field,MP Stoinis,New Zealand,6.0,,,
142,DG Brownlie,1,1.0,CH Morris,caught,31.0,3.0,0.0,39.0,22.0,New Zealand,2.0,-,-,-,-,-,69.0,2.0,13.1,male,2017/02/19,2016/17,South Africa,field,Q de Kock,South Africa,,4.0,,
143,TWM Latham,2,1.0,CH Morris,lbw,0.0,0.0,0.0,11.0,13.0,New Zealand,2.0,-,-,-,-,-,19.0,1.0,3.6,male,2017/02/19,2016/17,South Africa,field,Q de Kock,South Africa,,4.0,,
144,KS Williamson,3,1.0,T Shamsi,bowled,59.0,4.0,2.0,53.0,24.0,New Zealand,2.0,2.0,16.0,1.0,0.0,1.0,108.0,5.0,20.5,male,2017/02/19,2016/17,South Africa,field,Q de Kock,South Africa,,4.0,,
145,LRPL Taylor,4,1.0,CH Morris,caught and bowled,1.0,0.0,0.0,3.0,2.0,New Zealand,2.0,-,-,-,-,-,72.0,3.0,13.6,male,2017/02/19,2016/17,South Africa,field,Q de Kock,South Africa,,4.0,,
146,NT Broom,5,1.0,CH Morris,caught,2.0,0.0,0.0,4.0,2.0,New Zealand,2.0,-,-,-,-,-,82.0,4.0,15.6,male,2017/02/19,2016/17,South Africa,field,Q de Kock,South Africa,,4.0,,
147,JDS Neesham,6,1.0,K Rabada,caught,29.0,2.0,0.0,35.0,16.0,New Zealand,2.0,-,-,-,-,-,156.0,7.0,30.2,male,2017/02/19,2016/17,South Africa,field,Q de Kock,South Africa,,4.0,,
148,MJ Santner,7,1.0,K Rabada,caught,17.0,2.0,0.0,27.0,17.0,New Zealand,2.0,7.0,33.0,1.0,0.0,0.0,136.0,6.0,26.4,male,2017/02/19,2016/17,South Africa,field,Q de Kock,South Africa,,4.0,,
149,C de Grandhomme,8,1.0,-,not out,34.0,1.0,3.0,19.0,5.0,New Zealand,2.0,4.0,27.0,0.0,0.0,1.0,-,-,-,male,2017/02/19,2016/17,South Africa,field,Q de Kock,South Africa,,4.0,,
150,TG Southee,9,1.0,-,not out,24.0,3.0,1.0,12.0,6.0,New Zealand,2.0,7.0,44.0,2.0,0.0,5.0,-,-,-,male,2017/02/19,2016/17,South Africa,field,Q de Kock,South Africa,,4.0,,
151,TA Boult,DNB,1.0,-,DNB,-,-,-,-,-,New Zealand,2.0,7.0,45.0,1.0,0.0,0.0,-,-,-,male,2017/02/19,2016/17,South Africa,field,Q de Kock,South Africa,,4.0,,
152,IS Sodhi,DNB,1.0,-,DNB,-,-,-,-,-,New Zealand,2.0,7.0,36.0,1.0,0.0,2.0,-,-,-,male,2017/02/19,2016/17,South Africa,field,Q de Kock,South Africa,,4.0,,
153,Q de Kock,1,2.0,TA Boult,caught,69.0,9.0,1.0,64.0,32.0,South Africa,1.0,-,-,-,-,-,125.0,3.0,21.3,male,2017/02/19,2016/17,South Africa,field,Q de Kock,South Africa,,4.0,,
154,HM Amla,2,2.0,KS Williamson,caught and bowled,35.0,4.0,0.0,43.0,23.0,South Africa,1.0,-,-,-,-,-,88.0,1.0,15.2,male,2017/02/19,2016/17,South Africa,field,Q de Kock,South Africa,,4.0,,
155,F du Plessis,3,2.0,IS Sodhi,lbw,14.0,1.0,0.0,18.0,9.0,South Africa,1.0,-,-,-,-,-,117.0,2.0,20.1,male,2017/02/19,2016/17,South Africa,field,Q de Kock,South Africa,,4.0,,
156,AB de Villiers,4,2.0,-,not out,37.0,3.0,0.0,33.0,10.0,South Africa,1.0,-,-,-,-,-,-,-,-,male,2017/02/19,2016/17,South Africa,field,Q de Kock,South Africa,,4.0,,
157,JP Duminy,5,2.0,TG Southee,caught and bowled,1.0,0.0,0.0,4.0,3.0,South Africa,1.0,1.0,4.0,0.0,0.0,0.0,126.0,4.0,22.1,male,2017/02/19,2016/17,South Africa,field,Q de Kock,South Africa,,4.0,,
158,F Behardien,6,2.0,TG Southee,bowled,0.0,0.0,0.0,1.0,1.0,South Africa,1.0,-,-,-,-,-,126.0,5.0,22.2,male,2017/02/19,2016/17,South Africa,field,Q de Kock,South Africa,,4.0,,
159,CH Morris,7,2.0,MJ Santner,caught,16.0,3.0,0.0,15.0,9.0,South Africa,1.0,7.0,61.0,4.0,0.0,1.0,156.0,6.0,26.4,male,2017/02/19,2016/17,South Africa,field,Q de Kock,South Africa,,4.0,,
160,AL Phehlukwayo,8,2.0,-,not out,29.0,2.0,2.0,20.0,10.0,South Africa,1.0,5.0,27.0,0.0,0.0,1.0,-,-,-,male,2017/02/19,2016/17,South Africa,field,Q de Kock,South Africa,,4.0,,
161,K Rabada,DNB,2.0,-,DNB,-,-,-,-,-,South Africa,1.0,7.0,24.0,2.0,1.0,8.0,-,-,-,male,2017/02/19,2016/17,South Africa,field,Q de Kock,South Africa,,4.0,,
162,Imran Tahir,DNB,2.0,-,DNB,-,-,-,-,-,South Africa,1.0,7.0,42.0,0.0,0.0,0.0,-,-,-,male,2017/02/19,2016/17,South Africa,field,Q de Kock,South Africa,,4.0,,
163,T Shamsi,DNB,2.0,-,DNB,-,-,-,-,-,South Africa,1.0,7.0,39.0,1.0,1.0,0.0,-,-,-,male,2017/02/19,2016/17,South Africa,field,Q de Kock,South Africa,,4.0,,
164,DG Brownlie,1,1.0,D Pretorius,lbw,34.0,6.0,0.0,43.0,30.0,New Zealand,2.0,-,-,-,-,-,53.0,2.0,12.6,male,2017/02/22,2016/17,South Africa,field,LRPL Taylor,New Zealand,6.0,,,
165,TWM Latham,2,1.0,WD Parnell,caught,2.0,0.0,0.0,6.0,5.0,New Zealand,2.0,-,-,-,-,-,13.0,1.0,3.3,male,2017/02/22,2016/17,South Africa,field,LRPL Taylor,New Zealand,6.0,,,
166,KS Williamson,3,1.0,Imran Tahir,caught,69.0,6.0,0.0,75.0,31.0,New Zealand,2.0,3.0,16.0,0.0,0.0,0.0,157.0,3.0,30.3,male,2017/02/22,2016/17,South Africa,field,LRPL Taylor,New Zealand,6.0,,,
167,LRPL Taylor,4,1.0,-,not out,102.0,8.0,0.0,109.0,44.0,New Zealand,2.0,-,-,-,-,-,-,-,-,male,2017/02/22,2016/17,South Africa,field,LRPL Taylor,New Zealand,6.0,,,
168,NT Broom,5,1.0,D Pretorius,caught,2.0,0.0,0.0,8.0,6.0,New Zealand,2.0,-,-,-,-,-,166.0,4.0,32.4,male,2017/02/22,2016/17,South Africa,field,LRPL Taylor,New Zealand,6.0,,,
169,JDS Neesham,6,1.0,-,not out,71.0,6.0,0.0,57.0,16.0,New Zealand,2.0,3.0,19.0,0.0,0.0,1.0,-,-,-,male,2017/02/22,2016/17,South Africa,field,LRPL Taylor,New Zealand,6.0,,,
170,TG Southee,DNB,1.0,-,DNB,-,-,-,-,-,New Zealand,2.0,10.0,59.0,1.0,0.0,5.0,-,-,-,male,2017/02/22,2016/17,South Africa,field,LRPL Taylor,New Zealand,6.0,,,
171,TA Boult,DNB,1.0,-,DNB,-,-,-,-,-,New Zealand,2.0,10.0,60.0,4.0,0.0,3.0,-,-,-,male,2017/02/22,2016/17,South Africa,field,LRPL Taylor,New Zealand,6.0,,,
172,C de Grandhomme,DNB,1.0,-,DNB,-,-,-,-,-,New Zealand,2.0,4.0,10.0,1.0,1.0,1.0,-,-,-,male,2017/02/22,2016/17,South Africa,field,LRPL Taylor,New Zealand,6.0,,,
173,IS Sodhi,DNB,1.0,-,DNB,-,-,-,-,-,New Zealand,2.0,10.0,61.0,1.0,0.0,2.0,-,-,-,male,2017/02/22,2016/17,South Africa,field,LRPL Taylor,New Zealand,6.0,,,
174,MJ Santner,DNB,1.0,-,DNB,-,-,-,-,-,New Zealand,2.0,10.0,46.0,2.0,0.0,0.0,-,-,-,male,2017/02/22,2016/17,South Africa,field,LRPL Taylor,New Zealand,6.0,,,
175,HM Amla,1,2.0,TG Southee,lbw,10.0,2.0,0.0,13.0,10.0,South Africa,1.0,-,-,-,-,-,22.0,1.0,4.5,male,2017/02/22,2016/17,South Africa,field,LRPL Taylor,New Zealand,6.0,,,
176,Q de Kock,2,2.0,TA Boult,caught,57.0,6.0,0.0,65.0,29.0,South Africa,1.0,-,-,-,-,-,124.0,4.0,24.4,male,2017/02/22,2016/17,South Africa,field,LRPL Taylor,New Zealand,6.0,,,
177,F du Plessis,3,2.0,C de Grandhomme,bowled,11.0,2.0,0.0,16.0,13.0,South Africa,1.0,-,-,-,-,-,51.0,2.0,10.5,male,2017/02/22,2016/17,South Africa,field,LRPL Taylor,New Zealand,6.0,,,
178,JP Duminy,4,2.0,MJ Santner,stumped,34.0,3.0,0.0,44.0,26.0,South Africa,1.0,3.0,17.0,0.0,0.0,0.0,108.0,3.0,21.5,male,2017/02/22,2016/17,South Africa,field,LRPL Taylor,New Zealand,6.0,,,
179,AB de Villiers,5,2.0,TA Boult,caught,45.0,2.0,0.0,48.0,17.0,South Africa,1.0,-,-,-,-,-,199.0,6.0,38.3,male,2017/02/22,2016/17,South Africa,field,LRPL Taylor,New Zealand,6.0,,,
180,DA Miller,6,2.0,IS Sodhi,caught,28.0,3.0,0.0,39.0,22.0,South Africa,1.0,-,-,-,-,-,192.0,5.0,36.5,male,2017/02/22,2016/17,South Africa,field,LRPL Taylor,New Zealand,6.0,,,
181,D Pretorius,7,2.0,TA Boult,bowled,50.0,4.0,2.0,27.0,7.0,South Africa,1.0,10.0,39.0,2.0,0.0,2.0,275.0,9.0,48.6,male,2017/02/22,2016/17,South Africa,field,LRPL Taylor,New Zealand,6.0,,,
182,CH Morris,8,2.0,TA Boult,run out,7.0,1.0,0.0,8.0,4.0,South Africa,1.0,10.0,56.0,0.0,0.0,2.0,214.0,7.0,40.6,male,2017/02/22,2016/17,South Africa,field,LRPL Taylor,New Zealand,6.0,,,
183,WD Parnell,9,2.0,MJ Santner,lbw,0.0,0.0,0.0,4.0,4.0,South Africa,1.0,8.0,47.0,1.0,0.0,2.0,214.0,8.0,41.4,male,2017/02/22,2016/17,South Africa,field,LRPL Taylor,New Zealand,6.0,,,
184,AL Phehlukwayo,10,2.0,-,not out,29.0,4.0,0.0,34.0,19.0,South Africa,1.0,9.0,62.0,0.0,0.0,1.0,-,-,-,male,2017/02/22,2016/17,South Africa,field,LRPL Taylor,New Zealand,6.0,,,
185,Imran Tahir,DNB,2.0,-,DNB,-,-,-,-,-,South Africa,1.0,10.0,59.0,1.0,0.0,2.0,-,-,-,male,2017/02/22,2016/17,South Africa,field,LRPL Taylor,New Zealand,6.0,,,
186,Q de Kock,1,1.0,C de Grandhomme,caught,68.0,6.0,2.0,70.0,35.0,South Africa,2.0,-,-,-,-,-,115.0,3.0,22.5,male,2017/02/25,2016/17,South Africa,bat,AB de Villiers,South Africa,159.0,,,
187,HM Amla,2,1.0,TG Southee,caught,7.0,0.0,0.0,19.0,12.0,South Africa,2.0,-,-,-,-,-,41.0,1.0,8.4,male,2017/02/25,2016/17,South Africa,bat,AB de Villiers,South Africa,159.0,,,
188,F du Plessis,3,1.0,C de Grandhomme,caught,36.0,4.0,0.0,46.0,26.0,South Africa,2.0,-,-,-,-,-,114.0,2.0,22.2,male,2017/02/25,2016/17,South Africa,bat,AB de Villiers,South Africa,159.0,,,
189,AB de Villiers,4,1.0,TA Boult,caught,85.0,7.0,1.0,80.0,29.0,South Africa,2.0,-,-,-,-,-,264.0,7.0,49.2,male,2017/02/25,2016/17,South Africa,bat,AB de Villiers,South Africa,159.0,,,
190,JP Duminy,5,1.0,MJ Santner,run out,16.0,1.0,0.0,33.0,22.0,South Africa,2.0,-,-,-,-,-,157.0,4.0,33.2,male,2017/02/25,2016/17,South Africa,bat,AB de Villiers,South Africa,159.0,,,
191,DA Miller,6,1.0,MJ Santner,caught,3.0,0.0,0.0,7.0,4.0,South Africa,2.0,-,-,-,-,-,164.0,5.0,35.3,male,2017/02/25,2016/17,South Africa,bat,AB de Villiers,South Africa,159.0,,,
192,D Pretorius,7,1.0,LH Ferguson,bowled,11.0,2.0,0.0,11.0,6.0,South Africa,2.0,5.2,5.0,3.0,1.0,0.0,180.0,6.0,38.4,male,2017/02/25,2016/17,South Africa,bat,AB de Villiers,South Africa,159.0,,,
193,WD Parnell,8,1.0,TA Boult,run out,35.0,2.0,1.0,31.0,14.0,South Africa,2.0,8.0,33.0,2.0,0.0,0.0,271.0,8.0,49.6,male,2017/02/25,2016/17,South Africa,bat,AB de Villiers,South Africa,159.0,,,
194,AL Phehlukwayo,9,1.0,-,not out,1.0,0.0,0.0,1.0,0.0,South Africa,2.0,5.0,11.0,2.0,0.0,1.0,-,-,-,male,2017/02/25,2016/17,South Africa,bat,AB de Villiers,South Africa,159.0,,,
195,K Rabada,DNB,1.0,-,DNB,-,-,-,-,-,South Africa,2.0,10.0,33.0,2.0,0.0,6.0,-,-,-,male,2017/02/25,2016/17,South Africa,bat,AB de Villiers,South Africa,159.0,,,
196,Imran Tahir,DNB,1.0,-,DNB,-,-,-,-,-,South Africa,2.0,4.0,22.0,1.0,1.0,1.0,-,-,-,male,2017/02/25,2016/17,South Africa,bat,AB de Villiers,South Africa,159.0,,,
197,DG Brownlie,1,2.0,K Rabada,caught,2.0,0.0,0.0,5.0,3.0,New Zealand,1.0,-,-,-,-,-,11.0,2.0,2.6,male,2017/02/25,2016/17,South Africa,bat,AB de Villiers,South Africa,159.0,,,
198,TWM Latham,2,2.0,WD Parnell,caught,0.0,0.0,0.0,7.0,7.0,New Zealand,1.0,-,-,-,-,-,2.0,1.0,1.3,male,2017/02/25,2016/17,South Africa,bat,AB de Villiers,South Africa,159.0,,,
199,KS Williamson,3,2.0,AL Phehlukwayo,bowled,23.0,0.0,1.0,40.0,27.0,New Zealand,1.0,-,-,-,-,-,48.0,3.0,14.5,male,2017/02/25,2016/17,South Africa,bat,AB de Villiers,South Africa,159.0,,,
200,LRPL Taylor,4,2.0,D Pretorius,lbw,18.0,2.0,0.0,40.0,29.0,New Zealand,1.0,-,-,-,-,-,48.0,4.0,15.3,male,2017/02/25,2016/17,South Africa,bat,AB de Villiers,South Africa,159.0,,,
201,NT Broom,5,2.0,AL Phehlukwayo,caught,0.0,0.0,0.0,4.0,4.0,New Zealand,1.0,-,-,-,-,-,51.0,5.0,16.7,male,2017/02/25,2016/17,South Africa,bat,AB de Villiers,South Africa,159.0,,,
202,JDS Neesham,6,2.0,WD Parnell,caught and bowled,13.0,1.0,0.0,22.0,13.0,New Zealand,1.0,-,-,-,-,-,77.0,7.0,23.5,male,2017/02/25,2016/17,South Africa,bat,AB de Villiers,South Africa,159.0,,,
203,MJ Santner,7,2.0,D Pretorius,bowled,1.0,0.0,0.0,8.0,7.0,New Zealand,1.0,10.0,45.0,2.0,0.0,0.0,58.0,6.0,19.3,male,2017/02/25,2016/17,South Africa,bat,AB de Villiers,South Africa,159.0,,,
204,C de Grandhomme,8,2.0,-,not out,34.0,2.0,2.0,34.0,17.0,New Zealand,1.0,10.0,38.0,2.0,0.0,2.0,-,-,-,male,2017/02/25,2016/17,South Africa,bat,AB de Villiers,South Africa,159.0,,,
205,TG Southee,9,2.0,K Rabada,caught,5.0,1.0,0.0,6.0,4.0,New Zealand,1.0,10.0,64.0,1.0,0.0,2.0,82.0,8.0,24.5,male,2017/02/25,2016/17,South Africa,bat,AB de Villiers,South Africa,159.0,,,
206,LH Ferguson,10,2.0,Imran Tahir,bowled,4.0,0.0,0.0,13.0,10.0,New Zealand,1.0,10.0,68.0,1.0,0.0,4.0,95.0,9.0,27.6,male,2017/02/25,2016/17,South Africa,bat,AB de Villiers,South Africa,159.0,,,
207,TA Boult,11,2.0,D Pretorius,caught,4.0,0.0,0.0,15.0,13.0,New Zealand,1.0,10.0,47.0,2.0,0.0,1.0,112.0,10.0,32.2,male,2017/02/25,2016/17,South Africa,bat,AB de Villiers,South Africa,159.0,,,
208,HM Amla,1,1.0,JS Patel,bowled,40.0,6.0,1.0,38.0,23.0,South Africa,2.0,-,-,-,-,-,66.0,2.0,12.5,male,2017/03/01,2016/17,South Africa,bat,MJ Guptill,New Zealand,,7.0,,
209,Q de Kock,2,1.0,JS Patel,caught,0.0,0.0,0.0,1.0,1.0,South Africa,2.0,-,-,-,-,-,1.0,1.0,0.3,male,2017/03/01,2016/17,South Africa,bat,MJ Guptill,New Zealand,,7.0,,
210,F du Plessis,3,1.0,JDS Neesham,caught,67.0,4.0,0.0,97.0,47.0,South Africa,2.0,-,-,-,-,-,140.0,4.0,30.7,male,2017/03/01,2016/17,South Africa,bat,MJ Guptill,New Zealand,,7.0,,
211,JP Duminy,4,1.0,TG Southee,bowled,25.0,1.0,0.0,41.0,19.0,South Africa,2.0,3.0,26.0,0.0,0.0,0.0,128.0,3.0,26.5,male,2017/03/01,2016/17,South Africa,bat,MJ Guptill,New Zealand,,7.0,,
212,AB de Villiers,5,1.0,-,not out,72.0,4.0,3.0,59.0,19.0,South Africa,2.0,-,-,-,-,-,-,-,-,male,2017/03/01,2016/17,South Africa,bat,MJ Guptill,New Zealand,,7.0,,
213,DA Miller,6,1.0,MJ Santner,caught,1.0,0.0,0.0,4.0,3.0,South Africa,2.0,-,-,-,-,-,143.0,5.0,31.6,male,2017/03/01,2016/17,South Africa,bat,MJ Guptill,New Zealand,,7.0,,
214,D Pretorius,7,1.0,JS Patel,run out,10.0,1.0,0.0,21.0,14.0,South Africa,2.0,8.0,55.0,0.0,0.0,1.0,158.0,6.0,36.5,male,2017/03/01,2016/17,South Africa,bat,MJ Guptill,New Zealand,,7.0,,
215,CH Morris,8,1.0,TA Boult,bowled,28.0,4.0,0.0,27.0,11.0,South Africa,2.0,9.0,53.0,0.0,0.0,2.0,216.0,7.0,45.4,male,2017/03/01,2016/17,South Africa,bat,MJ Guptill,New Zealand,,7.0,,
216,WD Parnell,9,1.0,TG Southee,run out,29.0,2.0,2.0,12.0,2.0,South Africa,2.0,7.0,44.0,0.0,1.0,0.0,279.0,8.0,49.6,male,2017/03/01,2016/17,South Africa,bat,MJ Guptill,New Zealand,,7.0,,
217,K Rabada,DNB,1.0,-,DNB,-,-,-,-,-,South Africa,2.0,8.0,38.0,1.0,0.0,4.0,-,-,-,male,2017/03/01,2016/17,South Africa,bat,MJ Guptill,New Zealand,,7.0,,
218,Imran Tahir,DNB,1.0,-,DNB,-,-,-,-,-,South Africa,2.0,10.0,56.0,2.0,2.0,1.0,-,-,-,male,2017/03/01,2016/17,South Africa,bat,MJ Guptill,New Zealand,,7.0,,
219,MJ Guptill,1,2.0,-,not out,180.0,15.0,11.0,137.0,64.0,New Zealand,1.0,-,-,-,-,-,-,-,-,male,2017/03/01,2016/17,South Africa,bat,MJ Guptill,New Zealand,,7.0,,
220,DG Brownlie,2,2.0,K Rabada,caught,4.0,1.0,0.0,10.0,9.0,New Zealand,1.0,-,-,-,-,-,5.0,1.0,2.5,male,2017/03/01,2016/17,South Africa,bat,MJ Guptill,New Zealand,,7.0,,
221,KS Williamson,3,2.0,Imran Tahir,lbw,21.0,3.0,0.0,24.0,12.0,New Zealand,1.0,3.0,17.0,0.0,0.0,0.0,77.0,2.0,12.2,male,2017/03/01,2016/17,South Africa,bat,MJ Guptill,New Zealand,,7.0,,
222,LRPL Taylor,4,2.0,Imran Tahir,caught,66.0,7.0,1.0,94.0,61.0,New Zealand,1.0,-,-,-,-,-,257.0,3.0,42.6,male,2017/03/01,2016/17,South Africa,bat,MJ Guptill,New Zealand,,7.0,,
223,L Ronchi,5,2.0,-,not out,1.0,0.0,0.0,1.0,0.0,New Zealand,1.0,-,-,-,-,-,-,-,-,male,2017/03/01,2016/17,South Africa,bat,MJ Guptill,New Zealand,,7.0,,
224,JS Patel,DNB,2.0,-,DNB,-,-,-,-,-,New Zealand,1.0,10.0,55.0,3.0,0.0,2.0,-,-,-,male,2017/03/01,2016/17,South Africa,bat,MJ Guptill,New Zealand,,7.0,,
225,MJ Santner,DNB,2.0,-,DNB,-,-,-,-,-,New Zealand,1.0,10.0,40.0,1.0,0.0,0.0,-,-,-,male,2017/03/01,2016/17,South Africa,bat,MJ Guptill,New Zealand,,7.0,,
226,TA Boult,DNB,2.0,-,DNB,-,-,-,-,-,New Zealand,1.0,10.0,68.0,1.0,0.0,2.0,-,-,-,male,2017/03/01,2016/17,South Africa,bat,MJ Guptill,New Zealand,,7.0,,
227,TG Southee,DNB,2.0,-,DNB,-,-,-,-,-,New Zealand,1.0,10.0,68.0,2.0,0.0,2.0,-,-,-,male,2017/03/01,2016/17,South Africa,bat,MJ Guptill,New Zealand,,7.0,,
228,C de Grandhomme,DNB,2.0,-,DNB,-,-,-,-,-,New Zealand,1.0,2.0,10.0,0.0,0.0,0.0,-,-,-,male,2017/03/01,2016/17,South Africa,bat,MJ Guptill,New Zealand,,7.0,,
229,JDS Neesham,DNB,2.0,-,DNB,-,-,-,-,-,New Zealand,1.0,5.0,14.0,1.0,0.0,1.0,-,-,-,male,2017/03/01,2016/17,South Africa,bat,MJ Guptill,New Zealand,,7.0,,
